id;account_id;occurred_at;standard_qty;gloss_qty;poster_qty;total;standard_amt_usd;gloss_amt_usd;poster_amt_usd;total_amt_usd
3892;4161;2016-06-24T13:32:55.000Z;22591;13;6;22610;112729;97;49;112875
3893;4161;2016-07-23T16:39:45.000Z;508;0;1;509;2535;0;8;2543
3894;4161;2016-08-22T21:43:22.000Z;488;8;3;499;2435;60;24;2519
3895;4161;2016-09-21T04:29:27.000Z;158;0;0;158;788;0;0;788
3896;4161;2016-10-20T09:58:08.000Z;499;5;14;518;2490;37;114;2641
3897;4161;2016-11-19T09:36:36.000Z;485;8;17;510;2420;60;138;2618
3898;4161;2016-12-19T07:34:51.000Z;500;3;3;506;2495;22;24;2542
3899;4171;2016-01-31T17:14:27.000Z;528;6;77;611;2635;45;625;3305
3900;4171;2016-03-01T13:51:19.000Z;495;27;12;534;2470;202;97;2770
3901;4171;2016-03-30T00:27:29.000Z;163;7;9;179;813;52;73;939
3902;4171;2016-04-29T04:45:15.000Z;502;23;9;534;2505;172;73;2750
3903;4171;2016-05-29T12:42:21.000Z;502;11;8;521;2505;82;65;2652
3904;4171;2016-06-28T12:00:16.000Z;461;23;0;484;2300;172;0;2473
3905;4171;2016-07-27T05:51:27.000Z;475;12;0;487;2370;90;0;2460
3906;4171;2016-08-26T17:23:38.000Z;486;2;7;495;2425;15;57;2497
3907;4171;2016-09-25T02:19:46.000Z;554;4;15;573;2764;30;122;2916
3908;4171;2016-10-24T04:56:03.000Z;480;0;60;540;2395;0;487;2882
3909;4171;2016-11-22T15:06:53.000Z;515;0;40;555;2570;0;325;2895
3910;4171;2016-12-22T15:21:50.000Z;508;4;7;519;2535;30;57;2622
3911;4181;2015-05-09T01:15:34.000Z;500;17;20;537;2495;127;162;2785
3912;4181;2015-06-07T03:57:30.000Z;505;13;0;518;2520;97;0;2617
3913;4181;2015-07-07T16:12:06.000Z;415;22;12;449;2071;165;97;2333
3914;4181;2015-08-05T23:08:36.000Z;489;1;23;513;2440;7;187;2634
3915;4181;2015-09-04T19:18:28.000Z;517;16;18;551;2580;120;146;2846
3916;4181;2015-10-04T08:31:18.000Z;482;0;19;501;2405;0;154;2559
3917;4181;2015-11-03T23:46:57.000Z;510;132;0;642;2545;989;0;3534
3918;4181;2015-12-02T02:17:05.000Z;546;9;12;567;2725;67;97;2889
3919;4181;2015-12-31T15:11:15.000Z;490;8;15;513;2445;60;122;2627
3920;4181;2016-01-29T03:00:33.000Z;486;19;0;505;2425;142;0;2567
3921;4181;2016-02-27T20:38:37.000Z;493;13;6;512;2460;97;49;2606
3922;4181;2016-03-27T08:28:32.000Z;757;4;50;811;3777;30;406;4213
3923;4181;2016-04-25T04:03:54.000Z;534;131;0;665;2665;981;0;3646
3924;4181;2016-05-25T09:42:28.000Z;492;73;11;576;2455;547;89;3091
3925;4181;2016-06-24T07:29:33.000Z;506;5;14;525;2525;37;114;2676
3926;4181;2016-07-23T14:33:06.000Z;511;0;12;523;2550;0;97;2647
3927;4181;2016-08-22T00:24:20.000Z;518;11;11;540;2585;82;89;2757
3928;4181;2016-09-21T21:34:34.000Z;501;27;0;528;2500;202;0;2702
3929;4181;2016-10-21T18:17:21.000Z;547;13;39;599;2730;97;317;3144
3930;4181;2016-11-19T12:07:05.000Z;574;28;31;633;2864;210;252;3326
3931;4181;2016-12-19T18:12:05.000Z;493;11;13;517;2460;82;106;2648
3932;4191;2015-12-10T16:45:52.000Z;101;114;43;258;504;854;349;1707
3933;4191;2016-01-08T09:20:59.000Z;71;27;26;124;354;202;211;768
3934;4191;2016-02-07T14:58:48.000Z;100;35;30;165;499;262;244;1005
3935;4191;2016-03-07T07:44:04.000Z;578;20;19;617;2884;150;154;3188
3936;4191;2016-04-05T03:36:25.000Z;96;39;0;135;479;292;0;771
3937;4191;2016-05-04T12:33:42.000Z;23;19;5;47;115;142;41;298
3938;4191;2016-06-03T22:14:38.000Z;147;37;39;223;734;277;317;1327
3939;4201;2016-04-25T05:37:34.000Z;99;16;29;144;494;120;235;849
3940;4201;2016-05-25T11:27:46.000Z;36;16;21;73;180;120;171;470
3941;4201;2016-06-23T17:02:52.000Z;100;0;20;120;499;0;162;661
3942;4201;2016-07-23T23:53:10.000Z;97;1510;32;1639;484;11310;260;12054
3943;4201;2016-08-21T10:00:36.000Z;96;29;48;173;479;217;390;1086
3944;4201;2016-09-20T13:01:18.000Z;92;39;45;176;459;292;365;1117
3945;4201;2016-10-20T03:13:45.000Z;162;30;37;229;808;225;300;1334
3946;4201;2016-11-18T13:17:38.000Z;101;31;19;151;504;232;154;890
3947;4211;2013-12-12T09:48:16.000Z;95;0;32;127;474;0;260;734
3948;4211;2014-01-11T09:42:04.000Z;119;40;61;220;594;300;495;1389
3949;4211;2014-02-09T09:20:41.000Z;121;29;74;224;604;217;601;1422
3950;4211;2014-03-10T16:42:55.000Z;78;32;26;136;389;240;211;840
3951;4211;2014-04-09T16:13:42.000Z;96;29;36;161;479;217;292;989
3952;4211;2014-05-09T11:56:39.000Z;111;31;26;168;554;232;211;997
3953;4211;2014-06-07T09:56:54.000Z;115;23;35;173;574;172;284;1030
3954;4211;2014-07-06T16:03:10.000Z;123;102;64;289;614;764;520;1897
3955;4211;2014-08-04T15:05:32.000Z;82;0;35;117;409;0;284;693
3956;4211;2014-09-02T21:01:45.000Z;132;43;27;202;659;322;219;1200
3957;4211;2014-10-01T13:19:41.000Z;63;7;31;101;314;52;252;619
3958;4211;2014-10-31T15:56:55.000Z;103;10;32;145;514;75;260;849
3959;4211;2014-11-29T17:06:08.000Z;101;15;26;142;504;112;211;827
3960;4211;2014-12-29T22:37:31.000Z;96;19;16;131;479;142;130;751
3961;4211;2015-01-28T08:28:01.000Z;85;35;49;169;424;262;398;1084
3962;4211;2015-02-27T20:25:06.000Z;88;24;29;141;439;180;235;854
3963;4211;2015-03-30T00:05:30.000Z;114;14281;0;14395;569;106965;0;107534
3964;4211;2015-04-28T00:18:31.000Z;115;35;0;150;574;262;0;836
3965;4211;2015-05-28T06:00:52.000Z;109;34;31;174;544;255;252;1050
3966;4211;2015-06-27T21:34:16.000Z;105;9;207;321;524;67;1681;2272
3967;4211;2015-07-26T14:08:34.000Z;104;190;15;309;519;1423;122;2064
3968;4211;2015-08-25T23:20:37.000Z;110;32;34;176;549;240;276;1065
3969;4211;2015-09-24T14:55:42.000Z;110;19;34;163;549;142;276;967
3970;4211;2015-10-24T01:59:58.000Z;67;34;0;101;334;255;0;589
3971;4211;2015-11-22T12:28:04.000Z;101;10;42;153;504;75;341;920
3972;4211;2015-12-21T09:02:30.000Z;80;51;26;157;399;382;211;992
3973;4211;2016-02-18T05:52:25.000Z;115;42;22;179;574;315;179;1067
3974;4211;2016-03-19T22:49:47.000Z;106;63;59;228;529;472;479;1480
3975;4211;2016-05-17T23:20:10.000Z;103;27;0;130;514;202;0;716
3976;4211;2016-06-15T04:19:35.000Z;95;29;33;157;474;217;268;959
3977;4211;2016-07-14T08:17:30.000Z;104;33;27;164;519;247;219;985
3978;4211;2016-08-13T08:40:44.000Z;109;76;41;226;544;569;333;1446
3979;4211;2016-09-12T03:25:59.000Z;88;12;0;100;439;90;0;529
3980;4221;2016-11-03T02:50:15.000Z;120;0;0;120;599;0;0;599
3981;4221;2016-12-02T08:28:03.000Z;149;0;22;171;744;0;179;922
3982;4221;2016-12-31T23:09:36.000Z;160;5;0;165;798;37;0;836
3983;4231;2015-09-08T02:58:46.000Z;0;44;48;92;0;330;390;719
3984;4231;2015-10-08T11:33:59.000Z;286;40;4;330;1427;300;32;1759
3985;4231;2015-11-06T03:33:59.000Z;314;19;4;337;1567;142;32;1742
3986;4231;2015-12-05T14:42:06.000Z;280;0;20;300;1397;0;162;1560
3987;4231;2016-01-04T00:13:13.000Z;212;22;0;234;1058;165;0;1223
3988;4231;2016-02-01T06:39:21.000Z;307;57;7;371;1532;427;57;2016
3989;4231;2016-03-02T14:16:50.000Z;303;17;0;320;1512;127;0;1639
3990;4231;2016-04-01T23:28:02.000Z;303;33;20;356;1512;247;162;1922
3991;4231;2016-04-30T09:38:58.000Z;256;87;23;366;1277;652;187;2116
3992;4231;2016-05-30T11:28:42.000Z;0;8;22;30;0;60;179;239
3993;4231;2016-06-29T10:05:31.000Z;298;24;72;394;1487;180;585;2251
3994;4231;2016-07-29T08:20:01.000Z;300;29;11;340;1497;217;89;1804
3995;4231;2016-08-28T21:08:53.000Z;314;32;33;379;1567;240;268;2075
3996;4231;2016-09-27T21:02:58.000Z;288;25;15;328;1437;187;122;1746
3997;4231;2016-10-27T01:13:14.000Z;311;31;19;361;1552;232;154;1938
3998;4231;2016-11-25T23:42:10.000Z;291;17;0;308;1452;127;0;1579
3999;4231;2016-12-25T00:37:58.000Z;292;31;30;353;1457;232;244;1933
4000;4241;2014-06-26T04:07:10.000Z;499;0;0;499;2490;0;0;2490
4001;4241;2014-07-25T09:57:31.000Z;497;0;0;497;2480;0;0;2480
4002;4241;2014-08-23T18:41:10.000Z;490;3;2;495;2445;22;16;2484
4003;4241;2014-09-21T06:09:41.000Z;470;0;0;470;2345;0;0;2345
4004;4241;2014-10-21T21:07:19.000Z;498;1;0;499;2485;7;0;2493
4005;4241;2014-11-20T11:54:30.000Z;502;142;0;644;2505;1064;0;3569
4006;4241;2014-12-20T12:10:28.000Z;512;0;21;533;2555;0;171;2725
4007;4241;2015-01-18T15:18:37.000Z;506;7;0;513;2525;52;0;2577
4008;4241;2015-02-17T19:31:25.000Z;519;7;7;533;2590;52;57;2699
4009;4251;2016-06-05T01:36:42.000Z;626;15;0;641;3124;112;0;3236
4010;4251;2016-07-04T12:34:49.000Z;498;6;2;506;2485;45;16;2546
4011;4251;2016-08-02T00:53:28.000Z;679;36;5;720;3388;270;41;3698
4012;4251;2016-09-01T02:32:51.000Z;503;13;32;548;2510;97;260;2867
4013;4251;2016-09-30T13:31:53.000Z;503;39;0;542;2510;292;0;2802
4014;4251;2016-10-29T12:04:06.000Z;483;12;0;495;2410;90;0;2500
4015;4251;2016-11-27T15:17:06.000Z;520;21;7;548;2595;157;57;2809
4016;4251;2016-12-26T08:53:24.000Z;521;16;28262;28799;2600;120;229487;232207
4017;4261;2016-08-04T10:38:17.000Z;301;26;0;327;1502;195;0;1697
4018;4261;2016-09-03T21:01:36.000Z;306;52;25;383;1527;389;203;2119
4019;4261;2016-10-03T07:51:37.000Z;304;57;3;364;1517;427;24;1968
4020;4261;2016-11-02T21:45:16.000Z;248;43;25;316;1238;322;203;1763
4021;4261;2016-12-02T12:53:42.000Z;314;62;12;388;1567;464;97;2129
4022;4261;2016-12-31T11:36:03.000Z;323;16;30;369;1612;120;244;1975
4023;4271;2014-12-14T20:24:35.000Z;488;35;32;555;2435;262;260;2957
4024;4271;2015-01-13T04:32:02.000Z;280;2;54;336;1397;15;438;1851
4025;4271;2015-02-12T02:29:54.000Z;283;30;0;313;1412;225;0;1637
4026;4271;2015-03-14T13:36:41.000Z;311;21;17;349;1552;157;138;1847
4027;4271;2015-04-12T18:12:42.000Z;257;48;33;338;1282;360;268;1910
4028;4271;2015-05-11T08:48:50.000Z;0;3;25;28;0;22;203;225
4029;4271;2015-06-10T08:39:58.000Z;480;1032;0;1512;2395;7730;0;10125
4030;4271;2015-07-10T23:07:14.000Z;349;26;0;375;1742;195;0;1936
4031;4271;2015-08-09T18:10:51.000Z;286;35;13;334;1427;262;106;1795
4032;4271;2015-09-08T17:10:32.000Z;298;27;25;350;1487;202;203;1892
4033;4271;2015-10-07T07:36:29.000Z;288;25;40;353;1437;187;325;1949
4034;4271;2015-11-05T04:24:57.000Z;343;26;9;378;1712;195;73;1979
4035;4271;2015-12-05T21:22:38.000Z;254;14;16;284;1267;105;130;1502
4036;4271;2016-01-04T09:47:08.000Z;301;39;0;340;1502;292;0;1794
4037;4271;2016-02-02T14:14:49.000Z;304;38;71;413;1517;285;577;2378
4038;4271;2016-03-03T09:13:19.000Z;289;0;24;313;1442;0;195;1637
4039;4271;2016-04-01T16:51:01.000Z;300;19;25;344;1497;142;203;1842
4040;4271;2016-05-01T03:35:32.000Z;312;42;39;393;1557;315;317;2188
4041;4271;2016-05-30T13:46:54.000Z;268;25;46;339;1337;187;374;1898
4042;4271;2016-06-28T15:34:56.000Z;320;30;16;366;1597;225;130;1951
4043;4271;2016-07-27T02:25:53.000Z;297;11;23;331;1482;82;187;1751
4044;4271;2016-08-25T09:41:59.000Z;301;29;23;353;1502;217;187;1906
4045;4271;2016-09-23T02:12:11.000Z;297;30;18;345;1482;225;146;1853
4046;4271;2016-10-22T09:11:35.000Z;446;0;20;466;2226;0;162;2388
4047;4271;2016-11-20T06:10:00.000Z;298;21;1;320;1487;157;8;1652
4048;4271;2016-12-20T20:28:46.000Z;272;21;0;293;1357;157;0;1515
4049;4281;2016-01-04T12:29:17.000Z;286;0;19;305;1427;0;154;1581
4050;4281;2016-02-02T07:42:36.000Z;304;153;19;476;1517;1146;154;2817
4051;4281;2016-03-02T17:18:37.000Z;340;32;37;409;1697;240;300;2237
4052;4281;2016-03-31T22:14:43.000Z;229;87;8;324;1143;652;65;1859
4053;4281;2016-04-30T06:08:09.000Z;293;21;20;334;1462;157;162;1782
4054;4281;2016-05-29T04:22:07.000Z;302;31;78;411;1507;232;633;2373
4055;4281;2016-06-27T10:09:49.000Z;329;33;26;388;1642;247;211;2100
4056;4281;2016-07-27T13:51:30.000Z;298;17;40;355;1487;127;325;1939
4057;4281;2016-08-26T17:11:37.000Z;314;0;9;323;1567;0;73;1640
4058;4281;2016-09-25T23:20:32.000Z;304;36;940;1280;1517;270;7633;9419
4059;4281;2016-10-24T08:04:52.000Z;293;1;0;294;1462;7;0;1470
4060;4281;2016-11-22T16:18:09.000Z;353;26;8;387;1761;195;65;2021
4061;4281;2016-12-21T09:04:36.000Z;302;35;46;383;1507;262;374;2143
4062;4291;2013-12-28T18:36:42.000Z;297;53;5;355;1482;397;41;1920
4063;4291;2014-01-26T19:28:18.000Z;289;35;13;337;1442;262;106;1810
4064;4291;2014-03-26T23:14:26.000Z;290;4;32;326;1447;30;260;1737
4065;4291;2014-04-24T07:34:16.000Z;435;0;2;437;2171;0;16;2187
4066;4291;2014-05-24T17:04:08.000Z;288;32;2;322;1437;240;16;1693
4067;4291;2014-06-22T07:49:21.000Z;298;34;24;356;1487;255;195;1937
4068;4291;2014-07-22T08:55:46.000Z;285;21;22;328;1422;157;179;1758
4069;4291;2014-08-21T16:27:16.000Z;354;14;73;441;1766;105;593;2464
4070;4291;2014-09-20T23:49:23.000Z;291;35;19;345;1452;262;154;1869
4071;4291;2014-10-19T15:56:38.000Z;296;28;0;324;1477;210;0;1687
4072;4291;2014-11-17T13:03:49.000Z;350;25;0;375;1747;187;0;1934
4073;4291;2014-12-16T09:59:52.000Z;301;0;0;301;1502;0;0;1502
4074;4291;2015-01-15T06:14:31.000Z;167;43;23;233;833;322;187;1342
4075;4291;2015-02-13T01:12:53.000Z;493;33;14;540;2460;247;114;2821
4076;4291;2015-03-15T04:16:19.000Z;261;154;111;526;1302;1153;901;3357
4077;4291;2015-04-13T02:53:38.000Z;298;17;19;334;1487;127;154;1769
4078;4291;2015-05-12T22:47:41.000Z;302;33;37;372;1507;247;300;2055
4079;4291;2015-06-10T05:04:35.000Z;302;30;22;354;1507;225;179;1910
4080;4291;2015-07-10T04:41:58.000Z;295;28;40;363;1472;210;325;2007
4081;4291;2015-08-09T17:47:52.000Z;302;416;11;729;1507;3116;89;4712
4082;4291;2015-09-07T18:09:21.000Z;289;0;29;318;1442;0;235;1678
4083;4291;2015-10-07T09:11:04.000Z;315;9;5;329;1572;67;41;1680
4084;4291;2015-11-06T19:44:50.000Z;313;42;13;368;1562;315;106;1982
4085;4291;2015-12-05T12:05:04.000Z;304;0;28;332;1517;0;227;1744
4086;4291;2016-01-04T21:29:00.000Z;309;65;18;392;1542;487;146;2175
4087;4291;2016-02-03T13:21:35.000Z;308;44;29;381;1537;330;235;2102
4088;4291;2016-03-04T16:12:57.000Z;291;55;3;349;1452;412;24;1888
4089;4291;2016-04-03T02:30:29.000Z;290;77;14;381;1447;577;114;2138
4090;4291;2016-05-02T10:07:12.000Z;308;0;0;308;1537;0;0;1537
4091;4291;2016-06-01T13:58:04.000Z;299;34;16;349;1492;255;130;1877
4092;4291;2016-06-30T21:03:38.000Z;265;21;12;298;1322;157;97;1577
4093;4291;2016-08-29T21:10:50.000Z;186;14;14;214;928;105;114;1147
4094;4291;2016-09-27T18:49:08.000Z;276;32;18;326;1377;240;146;1763
4095;4291;2016-10-27T01:56:32.000Z;357;45;29;431;1781;337;235;2354
4096;4291;2016-11-26T16:52:56.000Z;364;20;18;402;1816;150;146;2112
4097;4291;2016-12-26T19:09:46.000Z;264;45;80;389;1317;337;650;2304
4098;4301;2016-03-26T20:17:34.000Z;273;22;6;301;1362;165;49;1576
4099;4301;2016-04-24T05:19:15.000Z;298;27;16;341;1487;202;130;1819
4100;4301;2016-05-24T09:06:09.000Z;202;68;31;301;1008;509;252;1769
4101;4301;2016-06-23T05:21:53.000Z;291;66;20;377;1452;494;162;2109
4102;4301;2016-07-23T00:12:53.000Z;296;33;9;338;1477;247;73;1797
4103;4301;2016-08-20T03:33:49.000Z;292;29;15;336;1457;217;122;1796
4104;4301;2016-09-19T11:00:06.000Z;310;47;68;425;1547;352;552;2451
4105;4301;2016-10-19T13:39:27.000Z;310;21;20;351;1547;157;162;1867
4106;4301;2016-11-17T12:22:41.000Z;294;55;51;400;1467;412;414;2293
4107;4301;2016-12-16T12:34:09.000Z;302;0;0;302;1507;0;0;1507
4108;4311;2013-12-04T04:53:25.000Z;528;10;0;538;2635;75;0;2710
4109;4311;2014-01-02T03:02:01.000Z;693;9;12;714;3458;67;97;3623
4110;4311;2014-02-01T02:40:49.000Z;496;58;25;579;2475;434;203;3112
4111;4311;2014-03-02T20:00:29.000Z;515;7;61;583;2570;52;495;3118
4112;4311;2014-03-31T15:19:48.000Z;494;0;114;608;2465;0;926;3391
4113;4311;2014-04-30T00:44:45.000Z;504;54;17;575;2515;404;138;3057
4114;4311;2014-05-29T04:16:37.000Z;483;11;4;498;2410;82;32;2525
4115;4311;2014-06-27T05:10:08.000Z;477;0;29;506;2380;0;235;2616
4116;4311;2014-07-27T04:01:47.000Z;492;11;11;514;2455;82;89;2627
4117;4311;2014-08-25T07:54:13.000Z;488;197;0;685;2435;1476;0;3911
4118;4311;2014-09-23T12:25:12.000Z;511;14;20;545;2550;105;162;2817
4119;4311;2014-10-23T20:10:31.000Z;497;29;111;637;2480;217;901;3599
4120;4311;2014-11-21T20:18:54.000Z;602;12;14;628;3004;90;114;3208
4121;4311;2014-12-20T17:36:31.000Z;530;19;20;569;2645;142;162;2949
4122;4311;2015-01-18T04:58:00.000Z;537;2;9;548;2680;15;73;2768
4123;4311;2015-02-17T21:59:57.000Z;499;0;21;520;2490;0;171;2661
4124;4311;2015-03-18T15:05:50.000Z;504;0;0;504;2515;0;0;2515
4125;4311;2015-04-16T10:04:55.000Z;495;15;16;526;2470;112;130;2712
4126;4311;2015-05-15T22:41:28.000Z;489;0;0;489;2440;0;0;2440
4127;4311;2015-06-14T12:22:49.000Z;496;7;0;503;2475;52;0;2527
4128;4311;2015-07-13T16:41:59.000Z;1645;0;1;1646;8209;0;8;8217
4129;4311;2015-08-12T06:59:46.000Z;496;30;4;530;2475;225;32;2732
4130;4311;2015-09-10T12:22:59.000Z;520;0;15;535;2595;0;122;2717
4131;4311;2015-10-10T09:00:22.000Z;532;25;23;580;2655;187;187;3029
4132;4311;2015-11-09T17:56:39.000Z;505;0;6;511;2520;0;49;2569
4133;4311;2015-12-09T01:07:24.000Z;506;0;21;527;2525;0;171;2695
4134;4311;2016-01-08T13:38:23.000Z;512;0;1;513;2555;0;8;2563
4135;4311;2016-02-07T15:09:12.000Z;563;6;3;572;2809;45;24;2879
4136;4311;2016-03-08T02:52:05.000Z;521;16;1;538;2600;120;8;2728
4137;4311;2016-04-07T16:44:54.000Z;489;21;1;511;2440;157;8;2606
4138;4311;2016-05-07T23:42:51.000Z;489;11;0;500;2440;82;0;2523
4139;4311;2016-06-06T09:19:33.000Z;503;20;10;533;2510;150;81;2741
4140;4311;2016-07-06T11:14:16.000Z;498;25;20;543;2485;187;162;2835
4141;4311;2016-08-04T22:07:29.000Z;499;16;0;515;2490;120;0;2610
4142;4311;2016-09-02T18:27:13.000Z;484;14;0;498;2415;105;0;2520
4143;4311;2016-10-02T22:57:10.000Z;490;0;38;528;2445;0;309;2754
4144;4311;2016-10-31T08:07:26.000Z;654;10;6;670;3263;75;49;3387
4145;4311;2016-11-29T17:12:56.000Z;500;0;4;504;2495;0;32;2527
4146;4311;2016-12-28T12:41:22.000Z;521;0;11;532;2600;0;89;2689
4147;4321;2015-02-23T05:40:07.000Z;123;0;33;156;614;0;268;882
4148;4331;2016-12-02T04:45:14.000Z;151;31;9;191;753;232;73;1059
4149;4331;2017-01-01T01:15:22.000Z;149;108;3;260;744;809;24;1577
4150;4341;2013-12-10T16:25:51.000Z;639;0;0;639;3189;0;0;3189
4151;4341;2014-01-09T19:58:26.000Z;504;17;0;521;2515;127;0;2642
4152;4341;2014-02-07T16:42:43.000Z;487;10;0;497;2430;75;0;2505
4153;4341;2014-03-08T15:56:17.000Z;488;142;4;634;2435;1064;32;3531
4154;4341;2014-04-07T22:42:00.000Z;497;22;0;519;2480;165;0;2645
4155;4341;2014-05-07T22:52:36.000Z;462;0;4;466;2305;0;32;2338
4156;4341;2014-06-05T00:44:41.000Z;520;16;185;721;2595;120;1502;4217
4157;4341;2014-07-04T13:19:03.000Z;394;4;34;432;1966;30;276;2272
4158;4341;2014-08-03T02:45:24.000Z;492;9;23;524;2455;67;187;2709
4159;4341;2014-09-02T10:14:24.000Z;494;8;39;541;2465;60;317;2842
4160;4341;2014-10-02T18:44:12.000Z;504;121;17;642;2515;906;138;3559
4161;4341;2014-10-31T09:08:00.000Z;409;0;7;416;2041;0;57;2098
4162;4341;2014-11-29T06:22:35.000Z;494;23;0;517;2465;172;0;2637
4163;4341;2014-12-29T04:40:43.000Z;584;36;12;632;2914;270;97;3281
4164;4341;2015-01-28T07:51:41.000Z;499;1;2;502;2490;7;16;2514
4165;4351;2016-09-30T18:10:18.000Z;272;29;24;325;1357;217;195;1769
4166;4351;2016-10-30T09:46:38.000Z;266;22;27;315;1327;165;219;1711
4167;4351;2016-11-29T01:49:43.000Z;307;29;31;367;1532;217;252;2001
4168;4351;2016-12-29T15:04:42.000Z;301;43;2;346;1502;322;16;1840
4169;4361;2016-10-26T11:59:28.000Z;286;43;51;380;1427;322;414;2163
4170;4361;2016-11-24T05:46:50.000Z;308;34;23;365;1537;255;187;1978
4171;4361;2016-12-24T13:44:45.000Z;274;34;42;350;1367;255;341;1963
4172;4371;2016-12-16T17:08:09.000Z;485;70;10;565;2420;524;81;3026
4173;4381;2016-03-03T06:49:37.000Z;299;0;35;334;1492;0;284;1776
4174;4381;2016-04-01T18:57:07.000Z;288;108;12;408;1437;809;97;2343
4175;4381;2016-04-30T07:30:32.000Z;307;40;0;347;1532;300;0;1832
4176;4381;2016-05-29T23:25:59.000Z;290;0;57;347;1447;0;463;1910
4177;4381;2016-06-27T11:57:39.000Z;297;35;25;357;1482;262;203;1947
4178;4381;2016-07-27T15:02:49.000Z;331;44;18;393;1652;330;146;2127
4179;4391;2016-10-25T13:41:20.000Z;479;30;15;524;2390;225;122;2737
4180;4391;2016-11-23T23:03:30.000Z;505;12;60;577;2520;90;487;3097
4181;4391;2016-12-22T11:32:44.000Z;496;18;20;534;2475;135;162;2772
4182;4401;2016-12-21T08:49:30.000Z;304;34;26;364;1517;255;211;1983
4183;4411;2015-02-13T09:08:36.000Z;294;17;27;338;1467;127;219;1814
4184;4411;2015-03-14T04:43:07.000Z;243;46;9;298;1213;345;73;1630
4185;4421;2016-08-25T02:42:49.000Z;75;53;26;154;374;397;211;982
4186;4421;2016-09-24T18:27:07.000Z;92;30;19;141;459;225;154;838
4187;4421;2016-10-23T14:30:11.000Z;123;37;18;178;614;277;146;1037
4188;4421;2016-11-22T19:22:44.000Z;105;649;55;809;524;4861;447;5832
4189;4421;2016-12-21T09:27:01.000Z;100;38;25;163;499;285;203;987
4190;4431;2015-02-21T18:17:25.000Z;98;42;14;154;489;315;114;917
4191;4431;2015-03-23T12:58:46.000Z;98;32;51;181;489;240;414;1143
4192;4431;2015-04-21T13:01:16.000Z;108;7;25;140;539;52;203;794
4193;4431;2015-05-20T19:22:19.000Z;103;23;28;154;514;172;227;914
4194;4431;2015-06-19T14:52:32.000Z;113;37;32;182;564;277;260;1101
4195;4431;2015-07-19T21:52:01.000Z;85;0;43;128;424;0;349;773
4196;4431;2015-08-17T19:02:16.000Z;88;6;22;116;439;45;179;663
4197;4431;2015-09-16T16:15:53.000Z;97;13;29;139;484;97;235;817
4198;4431;2015-10-16T04:08:09.000Z;117;21;25;163;584;157;203;944
4199;4431;2015-11-15T00:55:04.000Z;104;44;39;187;519;330;317;1165
4200;4431;2015-12-15T08:46:11.000Z;144;20;24;188;719;150;195;1063
4201;4431;2016-01-13T17:05:31.000Z;106;32;19;157;529;240;154;923
4202;4431;2016-02-12T17:11:45.000Z;85;40;16;141;424;300;130;854
4203;4431;2016-03-12T03:25:09.000Z;98;0;0;98;489;0;0;489
4204;4431;2016-04-10T07:02:32.000Z;115;13;27;155;574;97;219;890
4205;4431;2016-05-09T20:36:44.000Z;129;30;340;499;644;225;2761;3629
4206;4431;2016-06-08T20:44:42.000Z;106;46;7;159;529;345;57;930
4207;4431;2016-07-07T05:26:33.000Z;90;47;32;169;449;352;260;1061
4208;4431;2016-08-05T04:22:15.000Z;102;0;0;102;509;0;0;509
4209;4431;2016-09-03T08:44:45.000Z;102;42;53;197;509;315;430;1254
4210;4431;2016-10-02T22:08:21.000Z;83;41;26;150;414;307;211;932
4211;4431;2016-11-01T18:11:53.000Z;123;196;32;351;614;1468;260;2342
4212;4431;2016-12-01T14:04:17.000Z;139;0;27;166;694;0;219;913
4213;4431;2016-12-31T01:20:07.000Z;99;35;37;171;494;262;300;1057
4214;4441;2015-12-31T09:14:45.000Z;142;12;6;160;709;90;49;847
4215;4441;2016-01-30T11:28:21.000Z;242;20;20;282;1208;150;162;1520
4216;4441;2016-02-29T03:15:44.000Z;167;12;9;188;833;90;73;996
4217;4441;2016-03-29T02:32:26.000Z;129;13;2;144;644;97;16;757
4218;4441;2016-04-27T07:04:45.000Z;3;24;0;27;15;180;0;195
4219;4441;2016-05-27T19:00:17.000Z;0;4;0;4;0;30;0;30
4220;4441;2016-06-25T19:17:50.000Z;135;0;0;135;674;0;0;674
4221;4441;2016-07-24T02:08:14.000Z;145;6;21;172;724;45;171;939
4222;4441;2016-08-23T16:26:39.000Z;128;21;6;155;639;157;49;845
4223;4441;2016-10-22T19:21:01.000Z;125;0;12;137;624;0;97;721
4224;4441;2016-11-20T18:50:35.000Z;156;7;4;167;778;52;32;863
4225;4441;2016-12-20T15:24:43.000Z;154;0;15;169;768;0;122;890
4226;4451;2013-12-09T22:19:26.000Z;491;2;4;497;2450;15;32;2498
4227;4451;2014-01-08T22:13:59.000Z;509;0;11;520;2540;0;89;2629
4228;4451;2014-02-07T19:14:23.000Z;459;17;0;476;2290;127;0;2418
4229;4451;2014-03-09T07:10:22.000Z;484;7;10;501;2415;52;81;2549
4230;4451;2014-04-07T03:03:23.000Z;498;4489;2;4989;2485;33623;16;36124
4231;4451;2014-05-07T02:24:00.000Z;505;12;17;534;2520;90;138;2748
4232;4451;2014-06-06T15:50:59.000Z;500;5;5;510;2495;37;41;2573
4233;4451;2014-07-05T13:33:48.000Z;500;11;1;512;2495;82;8;2586
